imdbID,title,year,rating,runtime,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,plot,fullplot,language,country,awards,lastupdated,type
10726,"Die Spinnen, 1. Teil - Der Goldene See",1919,,130 min,"Adventure, Western",1979-11-08,Fritz Lang,Fritz Lang,"Carl de Vogt, Ressel Orla, Georg John, Lil Dagover",,6.3,658,http://ia.media-imdb.com/images/M/MV5BMTY1NjAyMzkxNF5BMl5BanBnXkFtZTgwODk2NDk0MjE@._V1_SX300.jpg,"Kay Hoog finds a message that indicates that some Incas are still alive, but the secret organisation ""Die Spinnen"" wants the Incas' gold....","In San Francisco, the sportsman Kay Hoog tells to the members of a club that he has found a message in a bottle with a map from a Harvard's missing professor telling about a treasure of an Inca lost civilization still alive. He decides to go to Peru to seek the gold. However, members of the secret criminal organization ""The Spiders"" leaded by Lio Sha break in Kay's mansion during the night and steal the map. Kay Hoog travels to Peru, where he retrieves his map and a document about the Diamond Ship from The Spiders. Later he saves the Priestess of the Sun Naela and brings her to San Francisco. However, The Spiders kill Naela and Kay Hoog promises revenge for the death of his love.",,Germany,,2015-09-02 00:23:19.693000000,movie
10747,Sunnyside,1919,,41 min,"Comedy, Short",1919-06-15,Charles Chaplin,Charles Chaplin,"Charles Chaplin, Edna Purviance",,6.8,1696,http://ia.media-imdb.com/images/M/MV5BNTU2MjE4MjA5NV5BMl5BanBnXkFtZTgwMzM5MzcwMjE@._V1_SX300.jpg,"Charlie works on a farm from 4am to late at night. He gets his food on the run (milking a cow into his coffee, holding an chicken over the frying pan to get fried eggs). He loves the ...","Charlie works on a farm from 4am to late at night. He gets his food on the run (milking a cow into his coffee, holding an chicken over the frying pan to get fried eggs). He loves the neighbor's daughter Edna but is disliked by her father. He rides a cow into a stream and is kicked off. Unconscious, he dreams of a nymph dance. Back in reality a city slicker is hurt in a car crash and is being cared for by Edna. When Charlie is rejected after attempting to imitate the slicker, the result is ambiguous--either tragic or a happy ending. Critics have long argued as to whether the final scene is real or a dream.",English,USA,,2015-08-11 00:12:46.313000000,movie
10806,True Heart Susie,1919,,87 min,"Comedy, Drama, Romance",1919-06-01,D.W. Griffith,Marian Fremont (story),"Lillian Gish, Robert Harron, Wilbur Higby, Loyola O'Connor",,7.1,991,http://ia.media-imdb.com/images/M/MV5BMjc1ODI3NTMxMF5BMl5BanBnXkFtZTgwMjE5MjAwMzE@._V1_SX300.jpg,"Susie, a plain young country girl, secretly loves a neighbor boy, William. She believes in him and sacrifices much of her own happiness to promote his own ambitions, all without his ...","Susie, a plain young country girl, secretly loves a neighbor boy, William. She believes in him and sacrifices much of her own happiness to promote his own ambitions, all without his knowledge. Eventually he rises to a position of success and sophistication, and Susie realizes that she has through her own efforts raised him to a level where he is inaccessible to her.",English,USA,,2015-07-19 00:52:01.963000000,movie
10821,Eerie Tales,1919,,112 min,"Fantasy, Horror, Mystery",1919-11-05,Richard Oswald,"Anselma Heine (story), Robert Liebmann (story), Edgar Allan Poe (story), Robert Louis Stevenson (story), Richard Oswald (story)","Anita Berber, Conrad Veidt, Reinhold Sch�nzel, Hugo D�blin",,5.8,282,,"After the old-books shop closes, portraits of the Strumpet, Death, and the Devil come to life and amuse themselves by reading stories--about themselves, of course, in various guises and ...","After the old-books shop closes, portraits of the Strumpet, Death, and the Devil come to life and amuse themselves by reading stories--about themselves, of course, in various guises and eras. Four of the stories are literary horror stories (one by Poe, one by R. L. Stevenson), and the last one is a comedy involving a fake haunting.",,Germany,,2015-08-11 00:15:53.313000000,movie
11000,Leaves Out of the Book of Satan,1920,TV-14,167 min,Drama,1921-01-24,Carl Theodor Dreyer,"Edgar H�yer (scenario by), Marie Corelli (from a novel by)","Helge Nissen, Halvard Hoff, Jacob Texiere, Hallander Helleman",,6.8,773,http://ia.media-imdb.com/images/M/MV5BODAwMjU0MzI3MF5BMl5BanBnXkFtZTgwNDMyNzk4MjE@._V1_SX300.jpg,"After seeing D. W. Griffith's epic Intolerance, Denmark's greatest director, Carl Theodor Dreyer (The Passion of Joan of Arc, Vampyr), was inspired to make his own four-episode historical ...","After seeing D. W. Griffith's epic Intolerance, Denmark's greatest director, Carl Theodor Dreyer (The Passion of Joan of Arc, Vampyr), was inspired to make his own four-episode historical epic with each story told end to end, anthology-style, linked by theme to the others. The unifying character, Satan, attempts to win God's favor but is doomed to cheerless participation in dark episodes of human history: the temptation of Jesus, the Spanish Inquisition, the French Revolution and the Russo-Finnish war of 1918. Few directors resisted compromise and convention the way Dreyer did; fortunately, the Nordisk Film Company was artistically progressive by Hollywood standards and agreed that this should be a prestige film made to the highest standards. More than two years in production, Dreyer not only directed but also controlled every facet of this ambitious production.",,Denmark,,2015-07-26 00:19:58.227000000,movie
8950,Carmen,1918,,80 min,Drama,1921-05-08,Ernst Lubitsch,"Grete Diercks, Norbert Falk, Hanns Kr�ly, Prosper M�rim�e (novel), M.M. Stearns (English titles)","Pola Negri, Harry Liedtke, Leopold von Ledebur, Grete Diercks",,6.2,153,http://ia.media-imdb.com/images/M/MV5BOTA1ODM0OTc4OV5BMl5BanBnXkFtZTgwMjgzMDM1MjE@._V1_SX300.jpg,"The tragic story of Don Jose, a Spanish cavalryman, who falls under the spell of a gypsy girl, Carmen, who treats him with both love and contempt and leads him into temptation and thus ...","The tragic story of Don Jose, a Spanish cavalryman, who falls under the spell of a gypsy girl, Carmen, who treats him with both love and contempt and leads him into temptation and thus damnation.",German,Germany,,2015-08-29 06:47:09.640000000,movie
11071,Convict 13,1920,,20 min,"Short, Comedy",1920-10-27,"Edward F. Cline, Buster Keaton","Edward F. Cline, Buster Keaton","Buster Keaton, Sybil Seely, Joe Roberts, Edward F. Cline",,7.1,1658,http://ia.media-imdb.com/images/M/MV5BMjMzOTM3NTkxMV5BMl5BanBnXkFtZTgwNzI0NDAwMjE@._V1_SX300.jpg,A young golfer is mugged by an escaped convict and finds himself in a prison where he foils a jailbreak.,Buster is playing golf with Sybil when he gets knocked out. An escaped prisoner changes clothes with him. Buster goes to prison and learns that he is to be hanged. He changes clothes with a guard just as prisoner Roberts attacks all the guards.,English,USA,,2015-08-11 00:26:20.547000000,movie
11130,Dr. Jekyll and Mr. Hyde,1920,UNRATED,49 min,"Drama, Horror, Sci-Fi",1921-02-18,John S. Robertson,"Robert Louis Stevenson (by), Clara Beranger (scenario)","John Barrymore, Brandon Hurst, Martha Mansfield, Charles Lane",,7,3166,http://ia.media-imdb.com/images/M/MV5BODM0MTYyMjEwMV5BMl5BanBnXkFtZTgwMjQ0NDAwMjE@._V1_SX300.jpg,"Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself.","Based on the Robert Louis Stevenson story: Doctor Henry Jekyll's enthusiasm for science and his selfless acts of service have made him a much-admired man. But as he visits Sir George Carew one evening, his host criticizes him for his reluctance to experience the more sensual side of life. Sir George goads Jekyll into visiting a music hall, where he watches the alluring dancer Gina. Jekyll becomes fascinated with the two contrasting sides of human nature, and he becomes obsessed with the idea of separating them. After extensive work in his laboratory, he devises a formula that does indeed allow him to alternate between two completely different personalities, his own and that of a brutish, lascivious person whom he names Hyde. It is not long before the personality of Hyde begins to dominate Jekyll's affairs.",English,USA,,2015-08-14 00:31:26.600000000,movie
11157,Erotikon,1920,,106 min,"Comedy, Romance",1920-11-08,Mauritz Stiller,"Ferenc Herczeg (play), Gustaf Molander (screenplay), Arthur Nord�n (screenplay), Mauritz Stiller (screenplay)","Anders de Wahl, Tora Teje, Karin Molander, Elin Lagergren",,6.6,491,http://ia.media-imdb.com/images/M/MV5BMTUxMDEwMjQ4OV5BMl5BanBnXkFtZTgwMjIyODg5MTE@._V1_SX300.jpg,"EROTIKON surely pushed the boundaries of what was acceptable on the screen in 1920: Irene, the bored wife of a distracted entomologist, pursues a womanizing aviator, but she may actually be...","EROTIKON surely pushed the boundaries of what was acceptable on the screen in 1920: Irene, the bored wife of a distracted entomologist, pursues a womanizing aviator, but she may actually be in love with Preben, her husband's best friend. Meanwhile, her husband seems to be getting unusually close with his own niece. Stiller obviously delights in teasing his audience with each scandalous plot twist and every salacious leer, and the result is a deliciously subversive comedy that was very much ahead of its time.",Swedish,Sweden,,2015-08-11 00:29:59.547000000,movie
11193,The Flapper,1920,,88 min,Comedy,1920-05-10,Alan Crosland,"Frances Marion (screenplay), Frances Marion (story)","Olive Thomas, Theodore Westman Jr., William P. Carleton, Warren Cook",,6.8,165,http://ia.media-imdb.com/images/M/MV5BMTI2NjczNDcxNF5BMl5BanBnXkFtZTcwMzAzMjgyMQ@@._V1_SX300.jpg,,,English,USA,,2015-07-15 00:21:34.553000000,movie
11237,The Golem,1920,UNRATED,91 min,"Fantasy, Horror",1921-06-19,"Carl Boese, Paul Wegener","Henrik Galeen, Paul Wegener","Paul Wegener, Albert Steinr�ck, Lyda Salmonova, Ernst Deutsch",,7.2,4437,"http://ia.media-imdb.com/images/M/MV5BMTQ5MTQxMzkxNV5BMl5BanBnXkFtZTgwNTc4MjIyMjE@._V1._CR14.883331298828125,15.533340454101562,313,469_SX89_AL_.jpg_V1_SX300.jpg","In 16th-century Prague, a rabbi creates a giant creature from clay, called the Golem, and using sorcery, brings the creature to life in order to protect the Jews of Prague from persecution.","In 16th-century Prague, a rabbi creates a giant creature from clay, called the Golem, and using sorcery, brings the creature to life in order to protect the Jews of Prague from persecution.",,Germany,,2015-08-13 01:05:08.707000000,movie
11293,High and Dizzy,1920,PASSED,26 min,"Comedy, Short",1920-07-11,Hal Roach,"Frank Terry (story), H.M. Walker (titles)","Harold Lloyd, Roy Brooks, Mildred Davis, Wallace Howe",,7,646,http://ia.media-imdb.com/images/M/MV5BNTU0NjcxNDg2OV5BMl5BanBnXkFtZTcwODMzOTAzMQ@@._V1_SX300.jpg,"A tipsy doctor encounters his patient sleepwalking on a building ledge, high above the street.","After a long wait, a young doctor finally has a patient come to his office. She is a young woman whose father has brought her to be treated for sleep-walking, but the father becomes annoyed with the doctor, and takes his daughter away. Soon afterward, the young doctor shares in a drinking binge with another doctor who has built a still in his office. After a series of misadventures, the two of them wind up in the same hotel where the daughter and her father are staying, leading to some hazardous predicaments.",English,USA,1 nomination.,2015-08-11 00:35:33.717000000,movie
11358,Just Pals,1920,,50 min,"Comedy, Drama, Western",1920-10-21,John Ford,"John McDermott (story), Paul Schofield","Buck Jones, Helen Ferguson, Georgie Stone, Duke R. Lee",,6.6,211,http://ia.media-imdb.com/images/M/MV5BMTQ1MTk1NDU4M15BMl5BanBnXkFtZTgwNTE4NDcwMjE@._V1_SX300.jpg,Small-town tramp befriends runaway boy.,"Bim is the town ne'er-do-well, lazy and shiftless, living a catch-as-catch-can existence. He feels no shame about his tattered clothing and seems impervious to the derision and ridicule he endures from his fellow citizens in his rural, early 20th Century village. Despite this, Bim is a kind-hearted soul, and that becomes very apparent when he rescues a young runaway from a beating by a railroad cop at the expense of being beaten himself. Young Bill reciprocates Bim's kindness and has to endure taunting and abuse from the school bully to defend his 'pal.' Bim wants Bill to rise above his station and encourages him to bathe and attend the town's modest one-room schoolhouse presided over by pretty schoolmarm Mary Bruce. She is being courted by the outwardly respectable bank clerk Harvey Cahill, who has embezzled funds from his employer and ungallantly presses the kind-hearted Mary into lending him the school memorial fund money she is entrusted with to cover the shortfall for the bank examiner. Things become complicated when the devious town doctor and his conniving wife discover that Bill may be a missing heir and unscrupulously conspire to wrest custody from Bim in order to claim the substantial reward themselves. The devious Cahill enters into league with a gang of bandits to rob the bank in order to cover the shortfall and blames his romantic rival Bim for the crime.",English,USA,,2015-07-06 08:16:41.113000000,movie
11370,Secret of the Monastery,1920,,54 min,Drama,1920-01-01,Victor Sj�str�m,"Franz Grillparzer (novel), Victor Sj�str�m","Tore Svennberg, Tora Teje, Richard Lund, Ren�e Bj�rling",,7,176,http://ia.media-imdb.com/images/M/MV5BMjEyNDQ5NjAyNF5BMl5BanBnXkFtZTcwMjkxNjkxMQ@@._V1_SX300.jpg,,,,Sweden,,2015-04-26 00:39:11.700000000,movie
11362,Karin Ingmarsdotter,1920,,115 min,Drama,1920-02-02,Victor Sj�str�m,"Ester Julin, Selma Lagerl�f (novel), Victor Sj�str�m","Nils Ar�hn, Josua Bengtson, Bror Berger, Harriet Bosse",,6.8,67,,,,,Sweden,,2015-08-24 00:32:57.807000000,movie
11387,The Last of the Mohicans,1920,NOT RATED,73 min,"Adventure, Drama",1920-11-21,"Clarence Brown, Maurice Tourneur","James Fenimore Cooper (novel), Robert Dillon (scenario)","Wallace Beery, Barbara Bedford, Alan Roscoe, Lillian Hall",,6.9,773,"http://ia.media-imdb.com/images/M/MV5BMTg4OTMzNjY1Nl5BMl5BanBnXkFtZTgwMTU5NzgwMzE@._V1._CR49,47,273,392_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg","As Alice and Cora Munro attempt to find their father, a British officer in the French and Indian War, they are set upon by French soldiers and their cohorts, Huron tribesmen led by the evil...","As Alice and Cora Munro attempt to find their father, a British officer in the French and Indian War, they are set upon by French soldiers and their cohorts, Huron tribesmen led by the evil Magua. Fighting to rescue the women are Chingachgook and his son Uncas, the last of the Mohican tribe, and their white ally, the frontiersman Natty Bumppo, known as Hawkeye.",English,USA,1 win.,2015-07-19 00:12:27.010000000,movie
11401,Life of the Party,1920,,50 min,"Drama, Comedy",1920-11-21,Joseph Henabery,"Irvin S. Cobb (story), Walter Woods (scenario)","Roscoe 'Fatty' Arbuckle, Winifred Greenwood, Roscoe Karns, Julia Faye",,5.5,13,,An attorney is thrust into wild adventures by an attractive young woman.,An attorney is thrust into wild adventures by an attractive young woman.,,USA,,2015-08-29 00:06:05.513000000,movie
